seed,metric,configuration,step,loss
7,hessian,G0M0S1,75,-25.28778078280327
7,hessian,G0M0S1,150,-25.29018737969058
7,hessian,G0M0S1,225,-25.29018921879141
7,hessian,G0M0S1,299,-25.290189243404072
7,hessian,G0M1S0,0,0.20608634007445617
7,hessian,G0M1S0,75,-25.289875999025625
7,hessian,G0M1S0,150,-25.29020680858354
7,hessian,G0M1S0,225,-25.29020681366528
7,hessian,G0M1S0,299,-25.290206813665357
7,hessian,G0M1S1,0,0.20608634007445617
7,hessian,G0M1S1,75,-25.289845496347784
7,hessian,G0M1S1,150,-25.290193038142494
7,hessian,G0M1S1,225,-25.290193150113538
7,hessian,G0M1S1,299,-25.29019315078199
7,hessian,G1M0S0,0,0.20608634007445617
7,hessian,G1M0S0,75,-25.2881064119312
7,hessian,G1M0S0,150,-25.290206369034678
7,hessian,G1M0S0,225,-25.290206813569093
7,hessian,G1M0S0,299,-25.290206813665332
7,hessian,G1M0S1,0,0.20608634007445617
7,hessian,G1M0S1,75,-25.288299653920387
7,hessian,G1M0S1,150,-25.290187504962965
7,hessian,G1M0S1,225,-25.290189219576526
7,hessian,G1M0S1,299,-25.290189243425445
7,hessian,G1M1S0,0,0.20608634007445617
7,hessian,G1M1S0,75,-18.99929653485764
7,hessian,G1M1S0,150,-19.000757500431764
7,hessian,G1M1S0,225,-19.00075752174374
7,hessian,G1M1S0,299,-19.00075752174404
7,hessian,G1M1S1,0,0.20608634007445617
7,hessian,G1M1S1,75,-18.99787345372135
7,hessian,G1M1S1,150,-19.00075166011889
7,hessian,G1M1S1,225,-19.000752257247306
7,hessian,G1M1S1,299,-19.00075225934485
8,control,G0M0S0,0,-0.46455991110751427
8,control,G0M0S0,75,-11.852992606824655
8,control,G0M0S0,150,-14.867501532472598
8,control,G0M0S0,225,-16.1314856890755
8,control,G0M0S0,299,-18.996888071188327
8,control,G0M0S1,0,-0.46455991110751427
8,control,G0M0S1,75,-11.852257453112156
8,control,G0M0S1,150,-14.86823243091039
8,control,G0M0S1,225,-16.138518438809676
8,control,G0M0S1,299,-19.00043889739278
8,control,G0M1S0,0,-0.46455991110751427
8,control,G0M1S0,75,-12.707912553012415
8,control,G0M1S0,150,-14.911130620134362
8,control,G0M1S0,225,-16.840160942599173
8,control,G0M1S0,299,-19.29959860499265
8,control,G0M1S1,0,-0.46455991110751427
8,control,G0M1S1,75,-12.707332882221724
8,control,G0M1S1,150,-14.912192087077706
8,control,G0M1S1,225,-16.84957691070068
8,control,G0M1S1,299,-19.300743994762797
8,control,G1M0S0,0,-0.46455991110751427
8,control,G1M0S0,75,-11.92432713702635
8,control,G1M0S0,150,-14.873845012403947
8,control,G1M0S0,225,-16.190288861355253
8,control,G1M0S0,299,-19.029217207596705
8,control,G1M0S1,0,-0.46455991110751427
8,control,G1M0S1,75,-11.923585466597167
8,control,G1M0S1,150,-14.874585290051886
8,control,G1M0S1,225,-16.197248925378844
8,control,G1M0S1,299,-19.032414327129832
8,control,G1M1S0,0,-0.46455991110751427
8,control,G1M1S0,75,-12.782964419990769
8,control,G1M1S0,150,-14.920635665357182
8,control,G1M1S0,225,-16.932287325161095
8,control,G1M1S0,299,-19.311142724467423
8,control,G1M1S1,0,-0.46455991110751427
8,control,G1M1S1,75,-12.782385595341534
8,control,G1M1S1,150,-14.921715770607236
8,control,G1M1S1,225,-16.94142668353668
8,control,G1M1S1,299,-19.31211406312525
8,hessian,G0M0S0,0,-0.46455991110751427
8,hessian,G0M0S0,75,-19.390491868060355
8,hessian,G0M0S0,150,-19.391269860464398
8,hessian,G0M0S0,225,-19.391270026557205
8,hessian,G0M0S0,299,-19.39127002659295
8,hessian,G0M0S1,0,-0.46455991110751427
8,hessian,G0M0S1,75,-19.39053746161081
8,hessian,G0M0S1,150,-19.391267938969197
8,hessian,G0M0S1,225,-19.391268241752314
8,hessian,G0M0S1,299,-19.391268244224822
8,hessian,G0M1S0,0,-0.46455991110751427
8,hessian,G0M1S0,75,-19.391120552109857
8,hessian,G0M1S0,150,-19.391270024319326
8,hessian,G0M1S0,225,-19.391270026592917
8,hessian,G0M1S0,299,-19.391270026592952
8,hessian,G0M1S1,0,-0.46455991110751427
8,hessian,G0M1S1,75,-19.391117101827703
8,hessian,G0M1S1,150,-19.391268624894998
8,hessian,G0M1S1,225,-19.391268639498065
8,hessian,G0M1S1,299,-19.391268639559446
8,hessian,G1M0S0,0,-0.46455991110751427
8,hessian,G1M0S0,75,468.4087025483043
8,hessian,G1M0S0,150,-24.364064228932392
8,hessian,G1M0S0,225,-25.289944070949876
8,hessian,G1M0S0,299,-25.290206751498843
8,hessian,G1M0S1,0,-0.46455991110751427
8,hessian,G1M0S1,75,429.3829919599781
8,hessian,G1M0S1,150,-24.46533869452332
8,hessian,G1M0S1,225,-25.2899433198826
8,hessian,G1M0S1,299,-25.290188986464823
8,hessian,G1M1S0,0,-0.46455991110751427
8,hessian,G1M1S0,75,-25.280802343032168
8,hessian,G1M1S0,150,-25.29020666069016
8,hessian,G1M1S0,225,-25.290206813663033
8,hessian,G1M1S0,299,-25.29020681366536
8,hessian,G1M1S1,0,-0.46455991110751427
8,hessian,G1M1S1,75,-25.27401813811235
8,hessian,G1M1S1,150,-25.290192673662574
8,hessian,G1M1S1,225,-25.290193149660183
8,hessian,G1M1S1,299,-25.290193150779732
9,control,G0M0S0,0,-3.1311247030226745
9,control,G0M0S0,75,-24.285280720191697
9,control,G0M0S0,150,-33.08633756062838
9,control,G0M0S0,225,-33.19862698306823
9,control,G0M0S0,299,-33.19871792258701
9,control,G0M0S1,0,-3.1311247030226745
9,control,G0M0S1,75,-24.285775323979532
9,control,G0M0S1,150,-33.08641061507184
9,control,G0M0S1,225,-33.198628688390784
9,control,G0M0S1,299,-33.198717838372076
9,control,G0M1S0,0,-3.1311247030226745
9,control,G0M1S0,75,-25.827725610323576
9,control,G0M1S0,150,-33.18290438009372
9,control,G0M1S0,225,-33.198715926473454
9,control,G0M1S0,299,-33.19871800465082
9,control,G0M1S1,0,-3.1311247030226745
9,control,G0M1S1,75,-25.82823342543286
9,control,G0M1S1,150,-33.18292653059011
9,control,G0M1S1,225,-33.19871606035645
9,control,G0M1S1,299,-33.198717900203334
9,control,G1M0S0,0,-3.1311247030226745
9,control,G1M0S0,75,-24.263427006390625
9,control,G1M0S0,150,-33.089470851967896
9,control,G1M0S0,225,-33.19863021562918
9,control,G1M0S0,299,-33.19871792539625
9,control,G1M0S1,0,-3.1311247030226745
9,control,G1M0S1,75,-24.26393574237504
9,control,G1M0S1,150,-33.08954335334731
9,control,G1M0S1,225,-33.19863188827858
9,control,G1M0S1,299,-33.19871784022762
9,control,G1M1S0,0,-3.1311247030226745
9,control,G1M1S0,75,-25.815630266253994
9,control,G1M1S0,150,-33.1835983574138
9,control,G1M1S0,225,-33.19871602432903
9,control,G1M1S0,299,-33.19871800466912
9,control,G1M1S1,0,-3.1311247030226745
9,control,G1M1S1,75,-25.81615191331844
9,control,G1M1S1,150,-33.18362007771395
9,control,G1M1S1,225,-33.1987161523061
9,control,G1M1S1,299,-33.198717900150264
9,hessian,G0M0S0,0,-3.1311247030226745
9,hessian,G0M0S0,75,-33.193759047858876
9,hessian,G0M0S0,150,-33.198716970348464
9,hessian,G0M0S0,225,-33.19871800486436
9,hessian,G0M0S0,299,-33.19871800507691
9,hessian,G0M0S1,0,-3.1311247030226745
9,hessian,G0M0S1,75,-33.19359562624696
9,hessian,G0M0S1,150,-33.19871605006936
9,hessian,G0M0S1,225,-33.198717426240755
9,hessian,G0M0S1,299,-33.19871743093293
9,hessian,G0M1S0,0,-3.1311247030226745
9,hessian,G0M1S0,75,-33.19848781019784
9,hessian,G0M1S0,150,-33.19871800177462
9,hessian,G0M1S0,225,-33.19871800507691
9,hessian,G0M1S0,299,-33.19871800507696
9,hessian,G0M1S1,0,-3.1311247030226745
9,hessian,G0M1S1,75,-33.19847956433966
9,hessian,G0M1S1,150,-33.198717548339026
9,hessian,G0M1S1,225,-33.19871755822668
9,hessian,G0M1S1,299,-33.19871755825389
9,hessian,G1M0S0,0,-3.1311247030226745
9,hessian,G1M0S0,75,-33.19754802291594
9,hessian,G1M0S0,150,-33.19871776209962
9,hessian,G1M0S0,225,-33.198718005025995
9,hessian,G1M0S0,299,-33.198718005076955
9,hessian,G1M0S1,0,-3.1311247030226745
9,hessian,G1M0S1,75,-33.19754735392971
9,hessian,G1M0S1,150,-33.198717063584
9,hessian,G1M0S1,225,-33.19871742902991
9,hessian,G1M0S1,299,-33.19871743097325
9,hessian,G1M1S0,0,-3.1311247030226745
9,hessian,G1M1S0,75,-33.1986250488214
9,hessian,G1M1S0,150,-33.19871800373611
9,hessian,G1M1S0,225,-33.19871800507694
9,hessian,G1M1S0,299,-33.19871800507697
9,hessian,G1M1S1,0,-3.1311247030226745
9,hessian,G1M1S1,75,-33.198623856153695
9,hessian,G1M1S1,150,-33.19871755704005
9,hessian,G1M1S1,225,-33.1987175582522
9,hessian,G1M1S1,299,-33.198717558254
10,control,G0M0S0,0,-0.6213586399209766
10,control,G0M0S0,75,-12.442039311949902
10,control,G0M0S0,150,-15.413422852431527
10,control,G0M0S0,225,-15.506884684257635
10,control,G0M0S0,299,-15.508309924891822
10,control,G0M0S1,0,-0.6213586399209766
10,control,G0M0S1,75,-12.440256466767208
10,control,G0M0S1,150,-15.413488627475289
10,control,G0M0S1,225,-15.506885112953643
10,control,G0M0S1,299,-15.508309162621114
10,control,G0M1S0,0,-0.6213586399209766
10,control,G0M1S0,75,-13.267139884191616
10,control,G0M1S0,150,-15.477711290822775
10,control,G0M1S0,225,-15.508058441764721
10,control,G0M1S0,299,-15.508343862120267
10,control,G0M1S1,0,-0.6213586399209766
10,control,G0M1S1,75,-13.266671016276826
10,control,G0M1S1,150,-15.477731071918765
10,control,G0M1S1,225,-15.508057183548491
10,control,G0M1S1,299,-15.508343355869716
10,control,G1M0S0,0,-0.6213586399209766
10,control,G1M0S0,75,-12.523592426376204
10,control,G1M0S0,150,-15.415502691062516
10,control,G1M0S0,225,-15.506939417535825
10,control,G1M0S0,299,-15.508312889700388
10,control,G1M0S1,0,-0.6213586399209766
10,control,G1M0S1,75,-12.522050807947963
10,control,G1M0S1,150,-15.41556909245999
10,control,G1M0S1,225,-15.50694006417098
10,control,G1M0S1,299,-15.50831217917824
10,control,G1M1S0,0,-0.6213586399209766
10,control,G1M1S0,75,-13.316661449643643
10,control,G1M1S0,150,-15.478614147826196
10,control,G1M1S0,225,-15.508076687852704
10,control,G1M1S0,299,-15.508344676099611
10,control,G1M1S1,0,-0.6213586399209766
10,control,G1M1S1,75,-13.316322076420978
10,control,G1M1S1,150,-15.478634504010145
10,control,G1M1S1,225,-15.508075563419617
10,control,G1M1S1,299,-15.508344194204028
10,hessian,G0M0S0,0,-0.6213586399209766
10,hessian,G0M0S0,75,-15.507557928887934
10,hessian,G0M0S0,150,-15.508352946340462
10,hessian,G0M0S0,225,-15.50835311742927
10,hessian,G0M0S0,299,-15.508353117466559
10,hessian,G0M0S1,0,-0.6213586399209766
10,hessian,G0M0S1,75,-15.507545801736587
10,hessian,G0M0S1,150,-15.508340220613103
10,hessian,G0M0S1,225,-15.508340537274442
10,hessian,G0M0S1,299,-15.508340541255507
10,hessian,G0M1S0,0,-0.6213586399209766
10,hessian,G0M1S0,75,-15.508259872899721
10,hessian,G0M1S0,150,-15.508353115958432
10,hessian,G0M1S0,225,-15.508353117466545
10,hessian,G0M1S0,299,-15.50835311746657
10,hessian,G0M1S1,0,-0.6213586399209766
10,hessian,G0M1S1,75,-15.508246164382175
10,hessian,G0M1S1,150,-15.508343299343068
10,hessian,G0M1S1,225,-15.508343337007336
10,hessian,G0M1S1,299,-15.508343337259543
10,hessian,G1M0S0,0,-0.6213586399209766
10,hessian,G1M0S0,75,-19.3907015466801
10,hessian,G1M0S0,150,-19.391269903601778
10,hessian,G1M0S0,225,-19.39127002656602
10,hessian,G1M0S0,299,-19.391270026592938
10,hessian,G1M0S1,0,-0.6213586399209766
10,hessian,G1M0S1,75,-19.390670699521547
10,hessian,G1M0S1,150,-19.391267732156333
10,hessian,G1M0S1,225,-19.391268238408074
10,hessian,G1M0S1,299,-19.39126824417472
10,hessian,G1M1S0,0,-0.6213586399209766
10,hessian,G1M1S0,75,-19.391134167430234
10,hessian,G1M1S0,150,-19.391270024509353
10,hessian,G1M1S0,225,-19.39127002659292
10,hessian,G1M1S0,299,-19.391270026592952
10,hessian,G1M1S1,0,-0.6213586399209766
10,hessian,G1M1S1,75,-19.39109481220122
10,hessian,G1M1S1,150,-19.391268629576572
10,hessian,G1M1S1,225,-19.391268639531603
10,hessian,G1M1S1,299,-19.391268639559634
11,control,G0M0S0,0,-2.650123519579148
11,control,G0M0S0,75,-31.704088386334607
11,control,G0M0S0,150,-33.19683659072839
11,control,G0M0S0,225,-33.19871648926397
11,control,G0M0S0,299,-33.198718003459874
11,control,G0M0S1,0,-2.650123519579148
11,control,G0M0S1,75,-31.70428256846967
11,control,G0M0S1,150,-33.19684473334014
11,control,G0M0S1,225,-33.19871658419869
11,control,G0M0S1,299,-33.198717872444135
11,control,G0M1S0,0,-2.650123519579148
11,control,G0M1S0,75,-32.46014783373202
11,control,G0M1S0,150,-33.198565622825605
11,control,G0M1S0,225,-33.19871798077985
11,control,G0M1S0,299,-33.198718005070575
11,control,G0M1S1,0,-2.650123519579148
11,control,G0M1S1,75,-32.46031782398791
11,control,G0M1S1,150,-33.19856760211159
11,control,G0M1S1,225,-33.19871789748113
11,control,G0M1S1,299,-33.198717897909894
11,control,G1M0S0,0,-2.650123519579148
11,control,G1M0S0,75,-31.75475821089257
11,control,G1M0S0,150,-33.196941451572336
11,control,G1M0S0,225,-33.1987165745185
11,control,G1M0S0,299,-33.19871800354943
11,control,G1M0S1,0,-2.650123519579148
11,control,G1M0S1,75,-31.75496285037927
11,control,G1M0S1,150,-33.19694936252781
11,control,G1M0S1,225,-33.19871666276314
11,control,G1M0S1,299,-33.19871787233244
11,control,G1M1S0,0,-2.650123519579148
11,control,G1M1S0,75,-32.49262297529512
11,control,G1M1S0,150,-33.19857661231613
11,control,G1M1S0,225,-33.19871798247803
11,control,G1M1S0,299,-33.198718005071
11,control,G1M1S1,0,-2.650123519579148
11,control,G1M1S1,75,-32.492793848112164
11,control,G1M1S1,150,-33.198578515125696
11,control,G1M1S1,225,-33.19871789829326
11,control,G1M1S1,299,-33.19871789789852
11,hessian,G0M0S0,0,-2.650123519579148
11,hessian,G0M0S0,75,-33.19758898183001
11,hessian,G0M0S0,150,-33.198717768963675
11,hessian,G0M0S0,225,-33.19871800502726
11,hessian,G0M0S0,299,-33.198718005076955
11,hessian,G0M0S1,0,-2.650123519579148
11,hessian,G0M0S1,75,-33.19758144005891
11,hessian,G0M0S1,150,-33.198717018890804
11,hessian,G0M0S1,225,-33.19871742828731
11,hessian,G0M0S1,299,-33.19871743096173
11,hessian,G0M1S0,0,-2.650123519579148
11,hessian,G0M1S0,75,-33.19857456408102
11,hessian,G0M1S0,150,-33.198718002964824
11,hessian,G0M1S0,225,-33.19871800507694
11,hessian,G0M1S0,299,-33.19871800507697
11,hessian,G0M1S1,0,-2.650123519579148
11,hessian,G0M1S1,75,-33.19856965205452
11,hessian,G0M1S1,150,-33.19871753778274
11,hessian,G0M1S1,225,-33.198717558179624
11,hessian,G0M1S1,299,-33.19871755825369
11,hessian,G1M0S0,0,-2.650123519579148
11,hessian,G1M0S0,75,-33.197924390633645
11,hessian,G1M0S0,150,-33.19871783932409
11,hessian,G1M0S0,225,-33.198718005042025
11,hessian,G1M0S0,299,-33.198718005076955
11,hessian,G1M0S1,0,-2.650123519579148
11,hessian,G1M0S1,75,-33.19790676596991
11,hessian,G1M0S1,150,-33.19871706901546
11,hessian,G1M0S1,225,-33.19871742805324
11,hessian,G1M0S1,299,-33.19871743095818
11,hessian,G1M1S0,0,-2.650123519579148
11,hessian,G1M1S0,75,-33.198636186138984
11,hessian,G1M1S0,150,-33.19871800387847
11,hessian,G1M1S0,225,-33.19871800507695
11,hessian,G1M1S0,299,-33.198718005076955
11,hessian,G1M1S1,0,-2.650123519579148
11,hessian,G1M1S1,75,-33.19863046790343
11,hessian,G1M1S1,150,-33.19871753863937
11,hessian,G1M1S1,225,-33.198717558180626
11,hessian,G1M1S1,299,-33.198717558253705
12,control,G0M0S0,0,-2.0472889033153625
12,control,G0M0S0,75,-14.718487162913446
12,control,G0M0S0,150,-16.17160574010806
12,control,G0M0S0,225,-19.033823487569506
12,control,G0M0S0,299,-19.38650772868707
12,control,G0M0S1,0,-2.0472889033153625
12,control,G0M0S1,75,-14.718546496933248
12,control,G0M0S1,150,-16.172385008763236
12,control,G0M0S1,225,-19.034244467489525
12,control,G0M0S1,299,-19.386523819697622
12,control,G0M1S0,0,-2.0472889033153625
12,control,G0M1S0,75,-14.85136531190641
12,control,G0M1S0,150,-16.853498155016236
12,control,G0M1S0,225,-19.307023831156002
12,control,G0M1S0,299,-19.390931475250568
12,control,G0M1S1,0,-2.0472889033153625
12,control,G0M1S1,75,-14.851463578845392
12,control,G0M1S1,150,-16.854400492224993
12,control,G0M1S1,225,-19.30715613642445
12,control,G0M1S1,299,-19.390934224198585
12,control,G1M0S0,0,-2.0472889033153625
12,control,G1M0S0,75,-14.72680871181183
12,control,G1M0S0,150,-16.17509727311904
12,control,G1M0S0,225,-19.0396423393027
12,control,G1M0S0,299,-19.386633224417558
12,control,G1M0S1,0,-2.0472889033153625
12,control,G1M0S1,75,-14.72686901602471
12,control,G1M0S1,150,-16.175876663160416
12,control,G1M0S1,225,-19.040057387483298
12,control,G1M0S1,299,-19.386648997989937
12,control,G1M1S0,0,-2.0472889033153625
12,control,G1M1S0,75,-14.855578906969658
12,control,G1M1S0,150,-16.861664393260405
12,control,G1M1S0,225,-19.309220075350392
12,control,G1M1S0,299,-19.390942798653352
12,control,G1M1S1,0,-2.0472889033153625
12,control,G1M1S1,75,-14.855677111425099
12,control,G1M1S1,150,-16.862567553926663
12,control,G1M1S1,225,-19.309349351982224
12,control,G1M1S1,299,-19.39094549045095
12,hessian,G0M0S0,0,-2.0472889033153625
12,hessian,G0M0S0,75,-19.390314505517697
12,hessian,G0M0S0,150,-19.39126982345456
12,hessian,G0M0S0,225,-19.391270026549414
12,hessian,G0M0S0,299,-19.391270026592938
12,hessian,G0M0S1,0,-2.0472889033153625
12,hessian,G0M0S1,75,-19.390318395365068
12,hessian,G0M0S1,150,-19.391267959699988
12,hessian,G0M0S1,225,-19.391268242710456
12,hessian,G0M0S1,299,-19.391268244239548
12,hessian,G0M1S0,0,-2.0472889033153625
12,hessian,G0M1S0,75,-19.391152867576057
12,hessian,G0M1S0,150,-19.391270024809216
12,hessian,G0M1S0,225,-19.39127002659293
12,hessian,G0M1S0,299,-19.391270026592952
12,hessian,G0M1S1,0,-2.0472889033153625
12,hessian,G0M1S1,75,-19.391151742167093
12,hessian,G0M1S1,150,-19.3912686255883
12,hessian,G0M1S1,225,-19.391268639500375
12,hessian,G0M1S1,299,-19.391268639559463
12,hessian,G1M0S0,0,-2.0472889033153625
12,hessian,G1M0S0,75,-18.999398053669612
12,hessian,G1M0S0,150,-19.00075722941745
12,hessian,G1M0S0,225,-19.00075752168016
12,hessian,G1M0S0,299,-19.000757521744017
12,hessian,G1M0S1,0,-2.0472889033153625
12,hessian,G1M0S1,75,-18.99959558135126
12,hessian,G1M0S1,150,-19.0007497258798
12,hessian,G1M0S1,225,-19.00075074347764
12,hessian,G1M0S1,299,-19.000750756379087
12,hessian,G1M1S0,0,-2.0472889033153625
12,hessian,G1M1S0,75,-19.000435371012006
12,hessian,G1M1S0,150,-19.000757516672998
12,hessian,G1M1S0,225,-19.000757521743957
12,hessian,G1M1S0,299,-19.000757521744035
12,hessian,G1M1S1,0,-2.0472889033153625
12,hessian,G1M1S1,75,-25.290007986587664
12,hessian,G1M1S1,150,-25.29019294900443
12,hessian,G1M1S1,225,-25.290193149786365
12,hessian,G1M1S1,299,-25.290193150780773
13,control,G0M0S0,0,-0.1887939662474391
13,control,G0M0S0,75,-9.297792617873458
13,control,G0M0S0,150,-23.72020815013044
13,control,G0M0S0,225,-25.175864083631513
13,control,G0M0S0,299,-25.269899522840074
13,control,G0M0S1,0,-0.1887939662474391
13,control,G0M0S1,75,-9.296559560571907
13,control,G0M0S1,150,-23.72660502045781
13,control,G0M0S1,225,-25.17651990103711
13,control,G0M0S1,299,-25.270031704128137
13,control,G0M1S0,0,-0.1887939662474391
13,control,G0M1S0,75,-10.750889126302889
13,control,G0M1S0,150,-24.707379329999203
13,control,G0M1S0,225,-25.2263297707684
13,control,G0M1S0,299,-25.282907735895673
13,control,G0M1S1,0,-0.1887939662474391
13,control,G0M1S1,75,-10.751171185527415
13,control,G0M1S1,150,-24.710035117218236
13,control,G0M1S1,225,-25.226695982577542
13,control,G0M1S1,299,-25.28295070187599
13,control,G1M0S0,0,-0.1887939662474391
13,control,G1M0S0,75,-9.333866751778363
13,control,G1M0S0,150,-23.721309606901706
13,control,G1M0S0,225,-25.17318167151649
13,control,G1M0S0,299,-25.269296340144972
13,control,G1M0S1,0,-0.1887939662474391
13,control,G1M0S1,75,-9.332704408557259
13,control,G1M0S1,150,-23.727909588172928
13,control,G1M0S1,225,-25.17386499646611
13,control,G1M0S1,299,-25.269435961891656
13,control,G1M1S0,0,-0.1887939662474391
13,control,G1M1S0,75,-10.78824481243855
13,control,G1M1S0,150,-24.70757169552825
13,control,G1M1S0,225,-25.224623280893002
13,control,G1M1S0,299,-25.282678123201624
13,control,G1M1S1,0,-0.1887939662474391
13,control,G1M1S1,75,-10.788564835939411
13,control,G1M1S1,150,-24.710292522962238
13,control,G1M1S1,225,-25.225007261121956
13,control,G1M1S1,299,-25.282723814972123
13,hessian,G0M0S0,0,-0.1887939662474391
13,hessian,G0M0S0,75,-25.28762797527071
13,hessian,G0M0S0,150,-25.290206280671324
13,hessian,G0M0S0,225,-25.290206813553965
13,hessian,G0M0S0,299,-25.290206813665332
13,hessian,G0M0S1,0,-0.1887939662474391
13,hessian,G0M0S1,75,-25.287382377879744
13,hessian,G0M0S1,150,-25.290188967961164
13,hessian,G0M0S1,225,-25.290189247061676
13,hessian,G0M0S1,299,-25.29018924390934
13,hessian,G0M1S0,0,-0.1887939662474391
13,hessian,G0M1S0,75,-25.289841781774534
13,hessian,G0M1S0,150,-25.290206808390067
13,hessian,G0M1S0,225,-25.290206813665275
13,hessian,G0M1S0,299,-25.290206813665357
13,hessian,G0M1S1,0,-0.1887939662474391
13,hessian,G0M1S1,75,-25.28985773449258
13,hessian,G0M1S1,150,-25.290193220808764
13,hessian,G0M1S1,225,-25.290193151040512
13,hessian,G0M1S1,299,-25.290193150787058
13,hessian,G1M0S0,0,-0.1887939662474391
13,hessian,G1M0S0,75,5564.2445099711795
13,hessian,G1M0S0,150,-11.315082998200864
13,hessian,G1M0S0,225,-33.18558930993153
13,hessian,G1M0S0,299,-33.19871485224037
13,hessian,G1M0S1,0,-0.1887939662474391
13,hessian,G1M0S1,75,-24.53921643423704
13,hessian,G1M0S1,150,-25.289978318890903
13,hessian,G1M0S1,225,-25.29018988884861
13,hessian,G1M0S1,299,-25.29018925734202
13,hessian,G1M1S0,0,-0.1887939662474391
13,hessian,G1M1S0,75,-25.289908897541494
13,hessian,G1M1S0,150,-25.290206809323507
13,hessian,G1M1S0,225,-25.290206813665296
13,hessian,G1M1S0,299,-25.290206813665357
13,hessian,G1M1S1,0,-0.1887939662474391
13,hessian,G1M1S1,75,-33.19841278430579
13,hessian,G1M1S1,150,-33.19871755028267
13,hessian,G1M1S1,225,-33.19871755823532
13,hessian,G1M1S1,299,-33.19871755825391
14,control,G0M0S0,0,0.4001522470080311
14,control,G0M0S0,75,-16.53104191481067
14,control,G0M0S0,150,-18.405460832519548
14,control,G0M0S0,225,-18.477339269674143
14,control,G0M0S0,299,-18.561264599285973
14,control,G0M0S1,0,0.4001522470080311
14,control,G0M0S1,75,-16.52994379161725
14,control,G0M0S1,150,-18.405386246283012
14,control,G0M0S1,225,-18.477261697299618
14,control,G0M0S1,299,-18.56112924858323
14,control,G0M1S0,0,0.4001522470080311
14,control,G0M1S0,75,-17.22676762917333
14,control,G0M1S0,150,-18.425238551150564
14,control,G0M1S0,225,-18.502565095992754
14,control,G0M1S0,299,-18.632009367875835
14,control,G0M1S1,0,0.4001522470080311
14,control,G0M1S1,75,-17.226056549428485
14,control,G0M1S1,150,-18.42517499523134
14,control,G0M1S1,225,-18.502485366860693
14,control,G0M1S1,299,-18.631814628926065
14,control,G1M0S0,0,0.4001522470080311
14,control,G1M0S0,75,-16.60117316685215
14,control,G1M0S0,150,-18.406284797043554
14,control,G1M0S0,225,-18.477719358633024
14,control,G1M0S0,299,-18.56184255275038
14,control,G1M0S1,0,0.4001522470080311
14,control,G1M0S1,75,-16.60010842697795
14,control,G1M0S1,150,-18.40621093333288
14,control,G1M0S1,225,-18.47764205495182
14,control,G1M0S1,299,-18.56170735982867
14,control,G1M1S0,0,0.4001522470080311
14,control,G1M1S0,75,-17.283826736356026
14,control,G1M1S0,150,-18.42575368420975
14,control,G1M1S0,225,-18.50301610660609
14,control,G1M1S0,299,-18.63296007110564
14,control,G1M1S1,0,0.4001522470080311
14,control,G1M1S1,75,-17.283136671392434
14,control,G1M1S1,150,-18.425690539551336
14,control,G1M1S1,225,-18.502936592342586
14,control,G1M1S1,299,-18.63276537624777
14,hessian,G0M0S0,0,0.4001522470080311
14,hessian,G0M0S0,75,-33.19411713951854
14,hessian,G0M0S0,150,-33.198717025676835
14,hessian,G0M0S0,225,-33.19871800487083
14,hessian,G0M0S0,299,-33.19871800507693
14,hessian,G0M0S1,0,0.4001522470080311
14,hessian,G0M0S1,75,-33.194175890371476
14,hessian,G0M0S1,150,-33.19871776276163
14,hessian,G0M0S1,225,-33.198717450212186
14,hessian,G0M0S1,299,-33.19871743130446
14,hessian,G0M1S0,0,0.4001522470080311
14,hessian,G0M1S0,75,-33.19709998534955
14,hessian,G0M1S0,150,-33.19871798033866
14,hessian,G0M1S0,225,-33.19871800507659
14,hessian,G0M1S0,299,-33.19871800507697
14,hessian,G0M1S1,0,0.4001522470080311
14,hessian,G0M1S1,75,-33.19714213447412
14,hessian,G0M1S1,150,-33.198717727371715
14,hessian,G0M1S1,225,-33.1987175590083
14,hessian,G0M1S1,299,-33.19871755825717
14,hessian,G1M0S0,0,0.4001522470080311
14,hessian,G1M0S0,75,-33.19682149148707
14,hessian,G1M0S0,150,-33.19871760588778
14,hessian,G1M0S0,225,-33.19871800499337
14,hessian,G1M0S0,299,-33.198718005076955
14,hessian,G1M0S1,0,0.4001522470080311
14,hessian,G1M0S1,75,-33.19689064252563
14,hessian,G1M0S1,150,-33.19871781679272
14,hessian,G1M0S1,225,-33.19871744239259
14,hessian,G1M0S1,299,-33.1987174311815
14,hessian,G1M1S0,0,0.4001522470080311
14,hessian,G1M1S0,75,-33.1978804390898
14,hessian,G1M1S0,150,-33.1987179921333
14,hessian,G1M1S0,225,-33.19871800507677
14,hessian,G1M1S0,299,-33.19871800507698
14,hessian,G1M1S1,0,0.4001522470080311
14,hessian,G1M1S1,75,-33.19791879186508
14,hessian,G1M1S1,150,-33.19871768287898
14,hessian,G1M1S1,225,-33.19871755878901
14,hessian,G1M1S1,299,-33.19871755825626
15,control,G0M0S0,0,-4.180931283863157
15,control,G0M0S0,75,-31.207728477196433
15,control,G0M0S0,150,-33.19560283114364
15,control,G0M0S0,225,-33.19871557925316
15,control,G0M0S0,299,-33.19871800259952
15,control,G0M0S1,0,-4.180931283863157
15,control,G0M0S1,75,-31.20806283893195
15,control,G0M0S1,150,-33.19561329950382
15,control,G0M0S1,225,-33.19871573874448
